gene	liver_448_adjacent_non-tumor_tissue	liver_448_tumor	liver_473_adjacent_non-tumor_tissue	liver_473_tumor	liver_510_adjacent_non-tumor_tissue	liver_510_tumor
OR2A25	0	0	0	0	0	0
OR2A25_1	0	0	0	0	0	0
OR2A2_1	0	0	0	0	0	0
OR2A4	0	0	1	0	0	0
OR2A42	0	0	0	0	0	0
OR2A42_1	0	0	0	0	0	0
OR2A5	0	0	0	0	0	0
OR2A5_1	0	0	0	0	0	0
OR2A7	0	0	0	0	0	0
OR2A7_1	0	0	0	0	0	0
OR2A9P	0	0	0	0	0	0
OR2A9P_1	0	0	0	0	0	0
OR2AE1	0	0	1	0	0	0
OR2AG1	0	0	0	0	0	0
OR2AG2	0	0	0	0	0	1
OR2AJ1	0	0	0	0	0	0
OR2AK2	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	0
OR2AT4	0	3	0	0	0	0
OR2B11	1	0	0	0	0	2
OR2B2	0	2	0	4	0	2
OR2B3	0	0	0	0	0	0
OR2B3_1	0	0	0	0	0	0
OR2B3_2	0	0	0	0	0	0
OR2B3_3	0	0	0	0	0	0
OR2B3_4	0	0	0	0	0	0
OR2B3_5	0	0	0	0	0	0
OR2B3_6	0	0	0	0	0	0
OR2B3_7	0	0	0	0	0	0
OR2B6	0	38	0	18	1	12
OR2C1	1	0	0	0	2	0
OR2C3	0	2	0	0	0	25
OR2D2	0	0	0	0	0	0
OR2D3	0	0	0	0	0	1
OR2F1	0	0	0	0	0	0
OR2F1_1	0	0	0	0	0	0
OR2F2	0	0	0	0	0	0
OR2F2_1	0	0	0	0	0	0
OR2G2	0	0	0	0	0	0
OR2G3	0	0	0	0	0	0
OR2G6	0	0	0	0	0	7
OR2G6_1	0	0	0	0	0	0
OR2G6_2	0	0	0	0	0	0
OR2H1	0	0	0	0	0	0
OR2H1_1	0	0	0	0	0	0
OR2H1_2	0	0	0	0	0	0
OR2H1_3	0	0	0	0	0	0
OR2H1_4	0	0	0	0	0	0
OR2H1_5	0	0	0	0	0	0
OR2H1_6	0	0	0	0	0	0
OR2H1_7	0	0	0	0	0	0
OR2H2	0	0	0	0	0	0
OR2H2_1	0	0	0	0	0	0
OR2H2_2	0	0	0	0	0	0
OR2H2_3	0	0	0	0	0	0
OR2H2_4	0	0	0	0	0	0
OR2H2_5	0	0	0	0	0	0
OR2H2_6	0	0	0	0	0	0
OR2J1	0	0	0	0	0	0
OR2J1_1	0	0	0	0	0	0
OR2J1_2	0	0	0	0	0	0
OR2J1_3	0	0	0	0	0	0
OR2J1_4	0	0	0	0	0	0
OR2J1_5	0	0	0	0	0	0
OR2J1_6	0	0	0	0	0	0
OR2J1_7	0	0	0	0	0	0
OR2J2	0	0	0	0	0	0
OR2J2_1	0	0	0	0	0	0
OR2J2_2	0	0	0	0	0	0
OR2J2_3	0	0	0	0	0	0
OR2J2_4	0	0	0	0	0	0
OR2J2_5	0	0	0	0	0	0
OR2J2_6	0	0	0	0	0	0
OR2J2_7	0	0	0	0	0	0
OR2J3	0	0	0	0	0	0
OR2J3_1	0	0	0	0	0	0
OR2J3_2	0	0	0	0	0	0
OR2J3_3	0	0	0	0	0	0
OR2J3_4	0	0	0	0	0	0
OR2J3_5	0	0	0	0	0	0
OR2J3_6	0	0	0	0	0	0
OR2J3_7	0	0	0	0	0	0
OR2K2	0	0	0	0	0	0
OR2L13	0	2	0	0	0	0
OR2L1P	0	0	0	0	0	0
OR2L2	0	0	0	0	0	0
OR2L3	0	0	0	0	0	0
OR2L5	0	0	0	1	0	0
OR2L8	0	0	0	0	0	0
OR2M1P	0	0	0	0	0	0
OR2M2	0	0	0	0	0	0
OR2M3	0	0	0	1	0	0
OR2M4	0	0	0	0	0	0
OR2M5	0	0	0	0	0	0
OR2M7	0	0	0	0	0	0
OR2S2	0	0	0	0	0	0
OR2T1	0	0	0	0	0	0
OR2T10	0	0	0	0	0	0
OR2T11	0	0	0	0	0	0
OR2T12	0	0	0	0	0	0
OR2T1_1	0	0	0	0	0	0
OR2T1_2	0	0	0	0	0	0
OR2T2	0	0	0	0	0	0
OR2T27	0	0	0	0	0	0
OR2T29	0	0	0	0	0	2
OR2T2_1	0	0	0	0	0	0
OR2T2_2	0	0	0	0	0	0
OR2T3	0	0	0	0	0	0
OR2T33	0	0	0	0	0	0
OR2T34	0	0	0	0	0	2
OR2T35	0	0	0	0	0	0
OR2T3_1	0	0	0	0	0	0
OR2T3_2	0	0	0	0	0	0
OR2T4	0	0	0	0	0	0
OR2T4_1	0	0	0	0	0	0
OR2T4_2	0	0	0	0	0	0
OR2T5	0	0	0	0	0	0
OR2T5_1	0	0	0	0	0	0
OR2T5_2	0	0	0	0	0	0
OR2T6	0	0	0	0	0	0
OR2T6_1	0	0	0	0	0	0
OR2T6_2	0	0	0	0	0	0
OR2T7	0	0	0	0	0	0
OR2T7_1	0	0	0	0	0	0
OR2T7_2	0	0	0	0	0	0
OR2T8	2	1	0	0	0	0
OR2V1	0	0	0	0	0	0
OR2V2	0	0	0	1	0	0
OR2W1	0	0	0	0	0	0
OR2W1_1	0	0	0	0	0	0
OR2W1_2	0	0	0	0	0	0
OR2W1_3	0	0	0	0	0	0
OR2W1_4	0	0	0	0	0	0
OR2W1_5	0	0	0	0	0	0
OR2W1_6	0	0	0	0	0	0
OR2W1_7	0	0	0	0	0	0
OR2W3	0	0	1	0	6	0
OR2W5P	0	0	0	0	0	0
OR2Y1	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0
OR3A1	1	0	0	0	0	0
OR3A2	0	0	0	0	0	0
OR3A3	0	0	0	1	0	0
OR3A4P	0	0	0	0	0	0
OR4A15	0	0	0	0	0	0
OR4A16	0	0	0	0	0	0
OR4A47	0	0	0	0	0	0
OR4A5	0	0	0	0	0	0
OR4B1	0	0	0	0	0	0
OR4C11	0	0	0	0	0	0
OR4C12	0	0	0	0	0	0
OR4C12_1	0	0	0	0	0	0
OR4C13	0	0	0	0	0	0
OR4C15	0	0	0	0	0	0
OR4C16	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0
OR4C45	0	0	0	0	0	0
OR4C45_1	0	0	0	0	0	0
OR4C46	0	0	0	0	0	0
OR4C5	0	0	0	0	0	0
OR4C6	0	0	0	0	0	0
OR4D1	1	0	0	0	0	0
OR4D10	0	0	0	0	0	0
OR4D11	0	0	0	0	0	0
OR4D2	0	0	0	0	0	0
OR4D5	0	0	0	0	0	0
OR4D6	0	0	0	0	0	0
OR4D9	0	0	0	1	0	0
OR4E1	0	0	0	0	0	0
OR4E2	0	0	0	0	0	0
OR4F13P	0	0	0	0	0	0
OR4F15	0	0	0	0	0	0
OR4F16	1	0	2	1	0	0
OR4F17	0	0	0	0	0	0
OR4F21	0	0	0	0	0	0
OR4F29	0	0	0	0	0	1
OR4F3	0	0	0	0	0	0
OR4F4	0	0	0	0	0	0
OR4F4_1	0	0	0	0	0	0
OR4F5	0	0	0	0	0	0
OR4F6	0	0	0	0	0	0
OR4K1	0	0	0	0	0	1
OR4K13	0	0	0	0	0	0
OR4K14	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0
OR4K17	0	0	0	0	1	0
OR4K2	0	0	0	0	0	0
OR4K3	0	0	0	0	0	0
OR4K5	0	0	0	0	0	0
OR4L1	0	0	0	0	0	0
OR4M1	0	0	0	0	0	0
OR4M2	0	0	0	0	0	0
OR4M2_1	0	0	0	0	0	0
OR4N2	0	0	0	0	0	0
OR4N3P	0	0	0	0	0	0
OR4N3P_1	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0
OR4N4C	0	0	0	0	0	0
OR4N4C_1	0	0	0	0	0	0
OR4N4_1	0	0	0	0	0	0
OR4N5	0	0	0	0	0	0
OR4P4	0	0	0	0	0	0
OR4Q2	0	0	0	0	0	0
OR4Q3	0	0	0	0	0	0
OR4S1	0	0	0	0	0	0
OR4S2	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0
OR51B2	0	0	0	0	0	0
OR51B4	0	0	0	0	1	0
OR51B5	3	0	1	0	4	1
OR51B6	0	0	0	0	0	0
OR51D1	0	0	0	0	0	0
OR51E1	5	1	2	7	0	11
OR51E2	1	0	0	0	0	0
OR51F1	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0
OR51H1	0	0	0	0	0	0
OR51I1	1	0	0	0	0	0
OR51I2	0	0	0	0	0	0
OR51J1	0	0	1	0	0	0
OR51L1	0	0	0	0	0	0
OR51M1	0	0	0	0	0	1
OR51Q1	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0
OR51T1	0	0	0	0	0	0
OR51V1	0	0	0	0	0	0
OR52A1	0	0	0	1	1	0
OR52A5	0	0	0	0	0	0
OR52B2	0	0	1	0	0	0
OR52B4	0	0	0	0	0	0
OR52B6	0	0	0	0	2	0
OR52D1	0	0	0	0	0	0
OR52E1	0	0	0	0	0	0
OR52E2	0	0	0	0	0	0
OR52E4	0	0	0	0	0	0
OR52E5	0	0	0	0	0	1
OR52E6	0	1	0	0	0	3
OR52E8	0	0	0	0	0	0
OR52H1	0	1	0	0	0	0
OR52I1	0	1	1	0	0	0
OR52I2	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0
OR52K1	0	0	0	2	0	2
OR52K2	0	0	0	0	0	0
OR52L1	0	0	0	0	0	0
OR52M1	0	0	0	0	0	0
OR52N1	0	2	0	0	0	2
OR52N2	1	2	0	0	1	1
OR52N4	2	0	1	0	2	1
OR52N5	0	0	0	0	0	2
OR52R1	0	0	0	0	0	0
OR52W1	0	0	0	0	0	0
OR52Z1	0	0	0	0	0	0
OR56A1	0	0	0	0	0	0
OR56A3	0	4	0	0	0	12
OR56A4	0	0	0	0	0	0
OR56A5	0	0	0	0	0	0
OR56B1	0	0	0	0	2	3
OR56B4	0	0	0	0	0	2
OR5A1	0	0	0	0	0	0
OR5A2	0	0	0	0	0	0
OR5AC2	0	0	0	0	0	0
OR5AK2	0	0	0	0	1	0
OR5AK4P	1	0	2	0	1	0
OR5AL1	0	0	0	0	0	0
OR5AN1	1	0	2	0	2	1
OR5AP2	0	0	0	0	0	0
OR5AR1	0	0	0	0	0	0
OR5AS1	0	0	0	0	0	0
OR5AU1	0	0	0	0	0	0
OR5B12	0	0	0	0	0	0
OR5B17	0	0	0	0	0	0
OR5B2	0	0	0	0	0	1
OR5B21	0	0	0	0	0	0
OR5B3	0	0	0	0	0	0
OR5C1	0	0	0	0	0	0
OR5D13	0	0	0	0	0	0
OR5D14	0	0	0	0	0	0
OR5D16	0	0	0	0	0	0
OR5D18	0	0	0	0	0	0
OR5E1P	0	0	0	0	0	0
OR5E1P_1	0	0	0	0	0	0
OR5E1P_2	0	0	0	0	0	0
OR5F1	0	0	0	0	0	0
OR5H1	0	0	0	0	0	0
OR5H14	0	0	0	0	0	0
OR5H15	0	0	0	0	0	0
OR5H2	0	1	0	0	0	0
OR5H6	0	1	0	0	0	0
OR5I1	0	0	0	0	0	0
OR5J2	0	0	0	0	0	0
OR5K1	0	0	0	0	0	0
OR5K2	0	0	3	0	0	0
OR5K3	0	0	0	0	0	0
OR5K4	0	0	0	0	0	0
OR5L1	0	0	0	0	0	0
OR5L2	0	0	0	0	0	0
OR5M1	0	0	0	0	0	0
OR5M10	0	0	0	0	0	0
OR5M11	0	0	0	0	0	0
OR5M3	0	0	0	0	0	0
OR5M8	0	0	0	0	0	0
OR5M9	0	0	0	0	0	0
OR5P2	0	0	0	0	0	0
OR5P2_1	0	0	0	0	0	0
OR5P2_2	0	0	0	0	0	0
OR5P3	0	0	0	0	0	0
OR5P3_1	0	0	0	0	0	0
OR5P3_2	0	0	0	0	0	0
OR5T1	0	0	0	0	0	0
OR5T1_1	0	0	0	0	0	0
OR5T2	0	0	0	0	0	0
OR5T2_1	0	0	0	0	0	0
OR5T3	0	0	0	0	0	0
OR5T3_1	0	0	0	0	0	0
OR5V1	0	0	0	0	0	0
OR5V1_1	0	0	0	0	0	0
OR5V1_2	0	0	0	0	0	0
OR5V1_3	0	0	0	0	0	0
OR5V1_4	0	0	0	0	0	0
OR5W2	0	0	0	0	0	0
OR6A2	0	0	0	0	0	0
OR6B1	0	0	0	0	0	0
OR6B1_1	0	0	0	0	0	0
OR6B2	0	1	0	0	0	0
OR6B3	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0
OR6C2	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0
OR6C4	0	0	0	0	0	0
OR6C6	0	0	0	0	0	0
OR6C65	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0
OR6F1	0	1	0	0	0	0
OR6J1	0	0	0	0	0	0
OR6K2	0	0	0	0	0	0
OR6K3	0	0	1	0	0	0
OR6K6	0	0	0	0	0	0
OR6M1	0	0	0	0	0	0
OR6N1	0	0	0	0	0	1
OR6N2	0	0	0	0	0	0
OR6P1	0	0	0	0	0	0
OR6Q1	0	0	0	0	0	0
OR6S1	0	0	0	0	0	0
OR6T1	0	0	0	0	0	0
OR6V1	0	0	0	0	0	0
OR6V1_1	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0
OR6W1P_1	0	0	0	0	0	0
OR6X1	0	0	0	0	0	0
OR6Y1	0	0	0	0	0	0
OR7A10	0	0	0	0	0	0
OR7A17	0	1	0	0	0	0
OR7A5	0	0	0	1	1	0
OR7C1	1	0	0	0	0	0
OR7C2	0	0	0	0	0	0
OR7D2	1	0	11	3	0	1
OR7D4	0	0	0	0	0	0
OR7E12P	0	0	0	0	0	0
OR7E14P	29	28	22	7	16	47
OR7E156P	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0
OR7E2P	1	1	0	1	0	0
OR7E37P	0	0	0	0	0	0
OR7E47P	0	0	0	0	0	0
OR7E5P	0	0	0	0	0	0
OR7E91P	0	0	0	0	0	0
OR7G1	0	0	0	0	0	0
OR7G2	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0
OR8A1	0	1	0	0	0	2
OR8B12	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0
OR8B3	0	0	0	0	0	0
OR8B4	0	0	0	0	0	0
OR8B8	0	1	0	0	0	0
OR8D1	0	12	0	0	0	7
OR8D2	0	1	0	0	0	0
OR8D4	0	0	0	0	0	0
OR8G1	0	2	0	0	0	1
OR8G2P	0	0	0	0	0	0
OR8G5	1	8	0	0	0	14
OR8H1	0	0	0	0	0	0
OR8H1_1	0	0	0	0	0	0
OR8H2	0	0	0	0	0	0
OR8H3	0	0	0	0	0	0
OR8I2	0	0	0	0	0	0
OR8J1	0	0	0	0	0	0
OR8J1_1	0	0	0	0	0	0
OR8J3	0	0	0	0	0	0
OR8K1	0	0	0	0	0	0
OR8K1_1	0	0	0	0	0	0
OR8K3	0	0	0	0	0	0
OR8K3_1	0	0	0	0	0	0
OR8K5	0	0	0	0	0	0
OR8S1	0	0	0	0	0	0
OR8U1	0	0	0	0	0	0
OR8U3	0	0	0	0	0	0
OR8U8	0	0	0	0	0	0
OR8U9	0	0	0	0	0	0
OR9A2	0	0	0	0	0	0
OR9A2_1	0	0	0	0	0	0
OR9A4	0	0	0	0	0	0
OR9G1	0	0	0	0	0	0
OR9G1_1	0	0	0	0	0	0
OR9G4	0	0	0	0	0	0
OR9G4_1	0	0	0	0	0	0
OR9G9	0	0	0	0	0	0
OR9I1	0	0	0	0	0	0
OR9K2	0	0	0	0	0	0
OR9Q1	0	0	0	0	0	0
OR9Q2	0	0	0	0	0	0
ORAI1	0	0	0	0	0	0
ORAI1_1	0	1	0	1	1	8
ORAI2	173	131	96	109	74	650
ORAI3	543	1005	642	551	840	502
ORC1	21	854	12	480	18	305
ORC2	374	610	601	467	244	615
ORC3	354	333	306	563	370	791
ORC4	437	1098	415	611	411	1134
ORC5	279	576	310	470	261	593
ORC6	16	134	8	66	8	424
ORM1	7809	13608	25788	15431	228438	46002
ORM2	7751	7777	12420	4424	47428	6677
ORMDL1	693	911	569	630	534	1480
ORMDL2	323	378	265	667	424	633
ORMDL3	3346	1769	3359	3686	4848	1538
OS9	4800	4775	5257	7366	7710	7945
OSBP	1769	3030	2042	3323	2520	3574
OSBP2	24	150	11	180	11	3
OSBPL10	99	157	45	151	32	310
OSBPL10-AS1	0	0	0	0	0	0
OSBPL11	640	852	612	617	603	1079
OSBPL1A	446	666	322	293	305	802
OSBPL2	447	1026	414	723	482	1001
OSBPL3	136	639	68	248	31	247
OSBPL5	110	130	58	23	61	59
OSBPL6	167	521	284	237	135	69
OSBPL7	47	18	23	35	12	96
OSBPL8	1138	3040	904	1459	610	3384
OSBPL9	2374	5154	1852	3206	1917	3441
OSCAR	0	1	1	0	0	4
OSCAR_1	0	0	0	0	0	0
OSCAR_2	0	0	0	0	0	0
OSCAR_3	0	0	0	0	0	0
OSCAR_4	0	0	0	0	0	0
OSCAR_5	0	0	0	0	0	0
OSCAR_6	0	0	0	0	0	0
OSCAR_7	0	0	0	0	0	0
OSCAR_8	0	0	0	0	0	0
OSCAR_9	0	0	0	0	0	0
OSCP1	52	78	32	37	31	9
OSER1	524	1128	441	663	521	595
OSER1-DT	107	179	87	43	96	81
OSGEP	251	375	282	549	300	422
OSGEPL1	157	234	172	273	133	198
OSGEPL1-AS1	0	0	0	0	0	0
OSGIN1	591	4906	1477	537	908	870
OSGIN2	735	1949	385	653	340	2441
OSM	10	10	11	26	1	123
OSMR	281	420	135	1520	312	4246
OSMR-AS1	1	6	1	1	2	4
OSR1	16	2	2	9	2	20
OSR2	0	89	2	40	0	26
OST4	825	1037	781	750	907	822
OSTC	1134	1005	1035	1702	1097	2487
OSTCP1	23	20	29	35	26	59
OSTF1	604	506	460	494	575	1437
OSTM1	474	591	281	683	361	2427
OSTM1-AS1	0	0	0	0	0	0
OSTN	1	1	0	0	2	0
OSTN-AS1	5	31	2	1	8	1
OTC	4237	2750	4339	650	2361	189
OTOA	4	1	0	0	0	2
OTOAP1	0	0	0	0	0	0
OTOAP1_1	1	0	0	1	0	1
OTOA_1	0	0	1	2	0	0
OTOF	2	3	2	3	43	6
OTOG	0	1	2	0	0	0
OTOGL	3	1	0	1	0	1
OTOL1	0	1	0	0	0	0
OTOP1	0	0	0	0	0	0
OTOP2	0	0	0	0	0	0
OTOP3	0	8	0	1	0	0
OTOR	0	0	0	0	0	0
OTOS	0	0	0	0	0	0
OTP	0	1	0	0	0	0
OTUB1	523	808	489	541	690	1624
OTUB2	0	0	0	0	0	0
OTUB2_1	0	0	0	0	0	0
OTUD1	288	575	254	692	126	894
OTUD3	35	208	32	115	22	137
OTUD4	558	1082	499	489	544	1917
OTUD5	585	608	540	804	538	782
OTUD6A	0	0	0	0	0	0
OTUD6B	156	514	99	376	107	1046
OTUD6B-AS1	577	965	410	704	331	1291
OTUD7A	1	3	0	1	0	0
OTUD7A_1	0	0	0	0	0	0
OTUD7A_2	0	0	0	0	0	0
OTUD7B	616	1595	488	3045	490	1444
OTULIN	543	996	537	866	561	991
OTULINL	110	147	77	143	149	436
OTX1	0	220	1	71	0	29
OTX2	0	1	0	0	0	0
OTX2-AS1	0	0	0	0	0	0
OVAAL	0	5	0	0	0	3
OVCA2	13	10	11	15	15	22
OVCH1	3	1	7	0	5	0
OVCH1-AS1	1	0	0	0	0	0
OVCH2	2	0	0	0	0	1
OVGP1	118	63	166	52	86	111
OVOL1	1	1	1	1	2	1
OVOL1-AS1	1	1	0	0	2	0
OVOL2	13	2	5	3	1	2
OVOL3	0	4	0	2	1	1
OVOS2	1	0	0	0	0	0
OVOS2_1	0	0	0	0	0	0
OXA1L	1738	2897	1568	4256	1725	2523
OXCT1	112	46	49	100	33	79
OXCT1-AS1	1	1	0	1	1	1
OXCT2	2	5	0	1	1	0
OXCT2P1	4	0	0	0	1	0
OXER1	354	474	327	170	290	43
OXGR1	2	0	0	0	0	1
OXLD1	173	388	101	204	113	259
OXNAD1	533	364	454	440	441	320
OXR1	1216	1337	831	1218	740	966
OXSM	338	414	273	360	363	249
OXSR1	618	1288	475	756	525	775
OXT	10	0	30	54	36	1
OXTR	16	16	5	10	2	8
P2RX1	25	10	11	5	3	45
P2RX2	2	1	2	3	1	1
P2RX3	10	3	17	8	29	2
P2RX4	319	803	232	839	292	1245
P2RX5	12	39	4	52	8	6
P2RX5-TAX1BP3	6	13	11	14	6	4
P2RX6	11	2	3	1	5	3
P2RX6P	0	0	0	0	0	0
P2RX7	248	427	214	143	169	1035
P2RY1	269	56	69	65	121	178
P2RY10	76	9	46	4	16	60
P2RY11	0	0	0	0	0	0
P2RY12	96	14	86	12	143	56
P2RY13	224	30	272	61	671	151
P2RY14	46	21	15	18	13	41
P2RY2	47	313	79	167	50	114
P2RY4	0	1	2	0	0	3
P2RY6	44	369	39	34	84	120
P2RY8	0	0	0	0	0	0
P2RY8_1	0	0	0	0	0	0
P3H1	339	931	316	575	419	2569
P3H2	174	45	104	38	146	93
P3H2-AS1	1	1	0	0	0	0
P3H3	72	42	32	13	19	20
P3H4	62	210	35	192	40	37
P3R3URF	0	0	0	0	0	0
P3R3URF-PIK3R3	0	0	0	0	0	0
P4HA1	1774	1616	1829	1307	611	2523
P4HA2	232	703	199	610	183	893
P4HA2-AS1	0	0	0	1	0	0
P4HA3	19	17	15	7	22	17
P4HA3-AS1	1	0	0	0	0	1
P4HB	18943	49754	16658	33477	35898	66911
P4HTM	234	325	157	337	238	47
PA2G4	693	2170	663	2144	616	1925
PA2G4P4	80	215	75	206	56	193
PAAF1	202	319	282	388	284	456
PABPC1	7830	19978	6072	13094	4880	36049
PABPC1L	130	191	117	176	109	205
PABPC1L2A	0	0	0	0	0	0
PABPC1L2B	0	0	0	0	0	0
PABPC1L2B-AS1	0	0	0	0	0	0
PABPC1P2	0	3	0	1	0	5
PABPC3	442	1159	453	733	330	1909
PABPC4	1640	2330	1326	1286	1041	4088
PABPC4-AS1	2	0	0	0	0	1
PABPC4L	8	19	9	4	3	229
PABPC5	13	1	5	2	2	209
PABPC5-AS1	0	0	0	1	0	7
PABPN1	228	450	178	629	140	343
PABPN1L	0	0	0	0	1	0
PACC1	52	126	39	196	47	316
PACERR	2	1	0	0	0	1
PACRG	38	65	39	5	31	14
PACRG-AS1	3	2	2	0	0	28
PACRG-AS2	0	0	0	0	0	0
PACRG-AS3	3	0	1	0	0	3
PACRGL	106	72	71	227	72	102
PACS1	571	923	278	448	194	1554
PACS2	317	454	242	320	263	781
PACSIN1	10	142	1	59	8	21
PACSIN2	739	1893	569	1779	686	1693
PACSIN3	340	345	515	529	400	593
PADI1	0	0	0	0	0	0
PADI1_1	0	0	0	0	0	0
PADI2	39	37	16	2	17	163
PADI3	0	0	0	0	0	0
PADI3_1	0	0	0	0	0	0
PADI4	0	0	0	0	0	0
PADI4_1	0	0	0	0	0	0
PADI6	0	0	0	0	0	0
PADI6_1	0	0	0	0	0	0
PAEP	0	2	0	0	0	4
PAF1	633	1535	592	799	690	1050
PAFAH1B1	1582	1666	1168	1181	1303	1891
PAFAH1B2	1267	2021	921	1859	694	2943
PAFAH1B2P2	0	0	0	0	0	1
PAFAH1B3	68	194	25	268	21	455
PAFAH2	592	411	549	224	551	493
PAG1	548	2875	213	1892	255	2238
PAGE1	0	3	0	0	0	0
PAGE2	0	2	1	1	0	19
PAGE2B	0	2	0	1	0	1
PAGE3	0	0	0	0	0	0
PAGE4	0	0	0	0	0	0
PAGE5	3	25	7	2	7	0
PAGR1	348	822	320	1582	295	291
PAH	38082	14441	29172	7095	25426	8002
PAICS	1526	2181	1995	2080	1782	6030
PAIP1	295	661	276	610	372	808
PAIP2	1314	2027	1095	2155	1232	1819
PAIP2B	750	662	782	183	803	10
PAK1	467	1035	356	677	406	1623
PAK1IP1	0	0	0	1	0	0
PAK1IP1_1	0	0	0	0	0	0
PAK2	1157	4377	964	1786	1196	5953
PAK3	218	20	15	308	17	399
PAK4	308	935	265	792	265	971
PAK5	40	0	10	0	4	1
PAK6	0	0	0	0	0	0
PALB2	137	481	161	571	182	278
PALD1	97	115	65	62	68	264
PALLD	829	6042	285	511	235	1538
PALLD-AS1	0	0	0	0	0	0
PALM	197	293	81	579	130	63
PALM2AKAP2	1877	2152	2026	379	1938	1490
PALM3	0	0	0	0	0	0
PALM3_1	0	0	0	0	0	0
PALMD	688	613	907	84	774	349
PAM	569	1292	281	121	292	310
PAM16	0	0	0	0	0	0
PAM16_1	0	0	0	0	0	0
PAMR1	354	24	181	21	148	74
PAN2	650	795	764	502	848	610
PAN3	657	403	356	433	246	847
PAN3-AS1	0	0	1	0	0	0
PANCR	0	0	0	0	0	0
PANDAR	134	111	182	141	586	161
PANK1	2629	545	2430	1156	1651	297
PANK2	379	573	328	408	395	720
PANK2-AS1	4	2	1	5	1	8
PANK3	2663	5011	2283	6293	2069	1981
PANK4	0	0	0	0	0	0
PANK4_1	0	0	0	0	0	0
PANO1	4	8	1	5	5	10
PANTR1	0	0	0	0	0	0
PANX1	811	699	624	460	535	1273
PANX2	132	764	143	77	124	96
PANX3	0	2	0	0	1	1
PAOX	145	157	245	119	236	109
PAPLN	240	21	80	566	26	675
PAPOLA	2291	3162	2711	3966	2244	9031
PAPOLB	4	14	2	5	2	4
PAPOLG	161	233	155	244	141	289
PAPPA	29	3	11	1	5	7
PAPPA-AS1	0	0	0	0	0	0
PAPPA2	69	126	6	2	15	2
PAPSS1	409	417	197	337	182	940
PAPSS2	2715	4127	2560	2949	2874	1273
PAQR3	171	301	119	264	190	1583
PAQR4	83	847	53	587	58	201
PAQR5	171	115	69	928	23	946
PAQR6	11	18	7	19	4	19
PAQR7	222	370	230	65	174	218
PAQR8	128	104	68	248	123	192
PAQR9	582	758	801	3231	676	1443
PAQR9-AS1	25	40	35	71	22	57
PARAL1	1	3	1	0	0	1
PARD3	607	1881	596	957	744	4427
PARD3-AS1	3	7	1	1	2	0
PARD3B	376	256	221	94	196	493
PARD6A	49	39	47	61	37	33
PARD6B	259	502	214	176	149	407
PARD6G	96	233	105	176	62	185
PARD6G-AS1	2	25	11	38	10	19
PARG	216	263	168	380	186	331
PARGP1	2	1	0	5	2	2
PARGP1-AGAP4	2	2	4	3	1	2
PARK7	2263	3080	2430	2076	2808	4677
PARL	401	642	340	686	346	988
PARM1	138	53	79	45	23	268
PARM1-AS1	0	0	0	0	0	0
PARN	0	0	0	0	0	0
PARN_1	0	0	0	0	0	0
PARP1	1308	7537	1107	11711	1506	8315
PARP10	605	1682	751	1693	1973	1492
PARP11	134	182	151	142	95	241
PARP11-AS1	4	0	7	0	3	0
PARP12	278	1282	311	965	1473	2473
PARP14	1464	2706	1620	2170	2888	3269
PARP15	48	10	41	81	27	33
PARP16	145	369	147	102	193	209
PARP2	196	565	248	881	220	778
PARP3	297	610	231	356	340	159
PARP4	957	1159	905	1239	1116	3082
PARP6	292	159	189	480	505	678
PARP8	500	247	270	288	340	830
PARP9	1111	1234	1139	1778	5765	3078
PARPBP	29	293	10	159	14	258
PARS2	69	287	84	281	103	148
PART1	1	2	0	0	0	7
PARTICL	13	29	8	29	9	22
PARVA	1073	709	747	283	719	1738
PARVB	144	433	209	647	201	285
PARVG	213	75	144	100	195	442
PASD1	0	0	0	0	0	0
PASK	75	237	54	143	36	94
PATE1	0	0	0	0	0	0
PATE2	0	3	0	0	0	1
PATE3	0	2	0	0	0	0
PATE4	0	0	0	0	1	0
PATJ	874	4134	616	1316	673	1528
PATL1	719	2045	791	1516	1058	1915
PATL2	13	116	9	23	19	46
PATZ1	468	472	516	1182	402	406
PAUPAR	0	0	0	1	0	0
